Link,heat,rank,lane,last_name,first_name,reaction_time,split_50m,split_100m,split_150m,split_200m,split_250m,split_300m,split_350m,final_time
https://www.omegatiming.com/File/00010F020900000302FFFFFFFFFFFF02.pdf,Final B,4,3,LOCHTE,Ryan,0.94,25.39,53.90,1:23.52,1:53.84,2:24.49,2:56.19,3:28.15,4:01.26
https://www.omegatiming.com/File/00010F020900000302FFFFFFFFFFFF02.pdf,Final B,5,8,TAPIA,Felipe,0.75,29.31,59.85,1:30.21,2:00.94,2:31.19,3:01.90,3:32.27,4:01.70
https://www.omegatiming.com/File/00010F020900000302FFFFFFFFFFFF02.pdf,Final B,6,2,BURNS,Aidan UN-1PC,0.74,27.73,58.12,1:29.11,1:59.92,2:30.97,3:02.11,3:32.79,4:02.17
https://www.omegatiming.com/File/00010F020900000302FFFFFFFFFFFF02.pdf,Final B,7,1,TOLOSA,Juan UN-1FL,0.88,27.9,58.13,1:28.61,1:59.50,2:30.19,3:01.66,3:32.57,4:02.48
https://www.omegatiming.com/File/00010F020900000302FFFFFFFFFFFF02.pdf,Final B,8,4,BURNS,Janardan UN1PC,0.76,27.81,58.03,1:29.05,2:00.29,2:31.33,3:02.00,3:33.26,4:03.27
https://www.omegatiming.com/File/00010F020900000302FFFFFFFFFFFF02.pdf,Final C,1,6,SHOULTS,Grant UN2CA,0.65,27.78,58.25,1:28.81,1:59.75,2:30.08,3:00.16,3:29.72,3:58.50
https://www.omegatiming.com/File/00010F020900000302FFFFFFFFFFFF02.pdf,Final C,2,2,HAMILTON,Craig,0.76,27.1,56.31,1:26.30,1:56.85,2:27.61,2:58.65,3:29.72,3:59.50
https://www.omegatiming.com/File/00010F020900000302FFFFFFFFFFFF02.pdf,Final C,3,5,GRIESHOP,Sean,0.75,26.78,56.88,1:27.18,1:57.92,2:28.51,2:59.47,3:30.26,4:00.50
https://www.omegatiming.com/File/00010F020900000302FFFFFFFFFFFF02.pdf,Final C,4,7,TEO,Zhen Ren,0.66,27.41,57.47,1:28.31,1:59.70,2:30.51,3:02.26,3:33.16,4:03.01
https://www.omegatiming.com/File/00010F020900000302FFFFFFFFFFFF02.pdf,Final C,5,3,SCHERUBL,Christian,0.99,28.04,58.35,1:28.99,2:00.15,2:30.60,3:01.10,3:32.79,4:05.20
https://www.omegatiming.com/File/00010F020900000302FFFFFFFFFFFF02.pdf,Final C,6,8,OTTMAN,Thomas,0.86,28.12,58.67,1:29.74,2:01.24,2:32.55,3:04.44,3:36.22,4:05.26
https://www.omegatiming.com/File/00010F020900000302FFFFFFFFFFFF02.pdf,Final C,7,4,O'CONNOR,Daniel,0.72,28.26,59.39,1:30.78,2:02.61,2:33.12,3:04.27,3:35.60,4:05.56
https://www.omegatiming.com/File/00010F020900000302FFFFFFFFFFFF02.pdf,Final C,8,1,DAVILA,Miguel UN-1MV,0.74,28.78,59.45,1:30.28,2:01.45,2:32.86,3:04.49,3:36.08,4:06.21
https://www.omegatiming.com/File/00010F020900000302FFFFFFFFFFFF02.pdf,Final C,1,3,FORKER,Shane UN2CA,,27.74,58.24,1:29.41,2:00.98,2:32.13,3:03.67,3:34.27,4:04.03
https://www.omegatiming.com/File/00010F020900000302FFFFFFFFFFFF02.pdf,Final C,2,6,CWIEK,Kacper UN-1MV,0.79,27.66,57.88,1:28.73,1:59.79,2:31.09,3:02.89,3:34.73,4:05.56
https://www.omegatiming.com/File/00010F020900000302FFFFFFFFFFFF02.pdf,Final C,3,4,MESSNER,Michael UN-1PC,0.73,28.94,1:00.45,1:32.12,2:04.13,2:35.11,3:06.41,3:37.04,4:05.68
https://www.omegatiming.com/File/00010F020900000302FFFFFFFFFFFF02.pdf,Final C,4,5,FAIL,Brooks,0.79,28.69,59.44,1:30.65,2:02.09,2:33.24,3:04.70,3:35.93,4:06.35
https://www.omegatiming.com/File/00010F020900000302FFFFFFFFFFFF02.pdf,Final C,5,7,KLINE,Samuel,0.68,27.51,58.12,1:29.00,2:00.79,2:32.31,3:04.64,3:36.35,4:07.43
https://www.omegatiming.com/File/00010F020900000302FFFFFFFFFFFF02.pdf,Final C,6,1,CALLONI,Johannes,0.82,28.88,1:00.19,1:31.45,2:03.33,2:34.78,3:06.85,3:38.56,4:09.91
https://www.omegatiming.com/File/00010F020900000302FFFFFFFFFFFF02.pdf,Final C,7,8,VAN AUDEKERKE,Nils,0.71,28.41,59.30,1:31.20,2:03.69,2:35.49,3:07.75,3:39.62,4:10.25
https://www.omegatiming.com/File/00010F020900000302FFFFFFFFFFFF02.pdf,Final C,8,2,OLSZEWSKI,Ben,0.82,27.86,58.04,1:28.95,2:00.28,2:32.33,3:05.23,3:38.28,4:10.87
https://www.omegatiming.com/File/00010F020A00000302FFFFFFFFFFFF02.pdf,Final A,1,4,GRIESHOP,Sean,0.8,26.79,56.05,1:25.47,1:54.97,2:24.69,2:54.32,3:23.75,3:52.60
https://www.omegatiming.com/File/00010F020A00000302FFFFFFFFFFFF02.pdf,Final A,2,5,YEAGER,Chris,0.79,27.15,56.12,1:25.70,1:55.33,2:24.95,2:54.82,3:24.50,3:54.14
https://www.omegatiming.com/File/00010F020A00000302FFFFFFFFFFFF02.pdf,Final A,3,3,JONES,Parks UN01AZ,0.81,27.11,56.65,1:26.59,1:56.90,2:27.02,2:57.41,3:27.33,3:56.13
https://www.omegatiming.com/File/00010F020A00000302FFFFFFFFFFFF02.pdf,Final A,4,1,APEL,Aaron,0.7,27.55,57.33,1:27.01,1:57.20,2:27.24,2:57.62,3:27.57,3:56.78
https://www.omegatiming.com/File/00010F020A00000302FFFFFFFFFFFF02.pdf,Final A,5,6,FREEMAN,Trey,0.75,27.19,56.94,1:27.36,1:57.74,2:28.18,2:58.75,3:28.61,3:56.92
https://www.omegatiming.com/File/00010F020A00000302FFFFFFFFFFFF02.pdf,Final A,6,8,BUESE,Cole,0.76,27.35,57.34,1:27.72,1:57.97,2:27.89,2:58.14,3:28.22,3:57.34
https://www.omegatiming.com/File/00010F020A00000302FFFFFFFFFFFF02.pdf,Final A,7,2,MEYER,Brendan,0.77,27.57,57.47,1:27.65,1:58.22,2:28.89,2:59.72,3:30.27,3:59.45
https://www.omegatiming.com/File/00010F020A00000302FFFFFFFFFFFF02.pdf,Final A,8,7,MURPHY,James,0.92,27.44,57.40,1:27.69,1:58.19,2:28.67,2:59.48,3:30.50,4:00.37
https://www.omegatiming.com/File/00010F020A00000302FFFFFFFFFFFF02.pdf,Final B,1,3,HIGGINS,Walker,0.73,26.85,56.27,1:26.14,1:56.06,2:25.77,2:55.47,3:25.10,3:54.02
https://www.omegatiming.com/File/00010F020A00000302FFFFFFFFFFFF02.pdf,Final B,2,4,ERLENMEYER,Danny,0.6,27.59,57.28,1:27.32,1:57.51,2:28.10,2:58.49,3:29.15,3:58.47
https://www.omegatiming.com/File/00010F020A00000302FFFFFFFFFFFF02.pdf,Final B,3,7,ABBOTT,Taylor,0.97,28.06,57.86,1:28.12,1:58.68,2:28.86,2:59.15,3:29.33,3:58.48
https://www.omegatiming.com/File/00010F020A00000302FFFFFFFFFFFF02.pdf,Final B,4,6,BURNS,Hayden,0.87,27.62,57.37,1:27.49,1:58.09,2:28.34,2:58.82,3:29.06,3:58.67
https://www.omegatiming.com/File/00010F020A00000302FFFFFFFFFFFF02.pdf,Final B,5,5,GEUNES,Eric,0.79,27.35,56.71,1:26.74,1:57.30,2:28.21,2:59.08,3:29.79,3:59.38
https://www.omegatiming.com/File/00010F020A00000302FFFFFFFFFFFF02.pdf,Final B,6,2,GOLCZEWSKI,Daniel,0.65,27.65,57.56,1:27.89,1:58.86,2:29.73,3:00.55,3:30.79,4:00.11
https://www.omegatiming.com/File/00010F020A00000302FFFFFFFFFFFF02.pdf,Final B,7,1,MARCIN,Stephen,0.65,27.15,56.56,1:26.99,1:57.70,2:29.03,3:00.30,3:31.07,4:00.38
https://www.omegatiming.com/File/00010F020A00000302FFFFFFFFFFFF02.pdf,Final B,8,8,LASTELIC,Joseph,0.76,27.13,57.01,1:27.76,1:59.16,2:30.58,3:02.18,3:34.00,4:04.63
https://www.omegatiming.com/File/00010F020A00000302FFFFFFFFFFFF02.pdf,Final C,1,7,BEKEMEYER,Cody,0.71,27.79,57.00,1:26.87,1:57.28,2:27.65,2:58.21,3:28.34,3:57.30
https://www.omegatiming.com/File/00010F020A00000302FFFFFFFFFFFF02.pdf,Final C,2,3,MCINTYRE,Jack,0.76,27.76,58.08,1:28.61,1:59.05,2:29.55,3:00.02,3:29.68,3:57.93
https://www.omegatiming.com/File/00010F020A00000302FFFFFFFFFFFF02.pdf,Final C,3,2,ZYLA,Michal,0.69,27.58,57.50,1:27.67,1:58.24,2:28.27,2:58.15,3:28.13,3:58.10
https://www.omegatiming.com/File/00010F020A00000302FFFFFFFFFFFF02.pdf,Final C,4,5,OLSZEWSKI,Ben,0.83,28.08,57.66,1:27.55,1:57.55,2:28.02,2:58.50,3:28.63,3:58.45
https://www.omegatiming.com/File/00010F020A00000302FFFFFFFFFFFF02.pdf,Final C,5,6,HIGGINS,Jackson,0.63,27.18,56.53,1:27.00,1:57.55,2:27.83,2:58.41,3:29.30,3:59.55
https://www.omegatiming.com/File/00010F020A00000302FFFFFFFFFFFF02.pdf,Final C,6,4,NOLETTO,Russell,0.69,27.99,57.71,1:27.84,1:58.05,2:28.59,2:59.15,3:29.67,4:00.02
https://www.omegatiming.com/File/00010F020A00000302FFFFFFFFFFFF02.pdf,Final C,7,8,CLARK,Drew,0.75,27.93,57.49,1:27.63,1:58.30,2:28.98,3:00.08,3:30.67,4:00.99
https://www.omegatiming.com/File/00010F020A00000302FFFFFFFFFFFF02.pdf,Final C,8,1,REED,Grant,0.78,27.52,57.43,1:27.33,1:58.05,2:28.84,3:00.01,3:31.77,4:03.59
https://www.omegatiming.com/File/00010F020B00000302FFFFFFFFFFFF02.pdf,Final A,1,4,GROTHE,Zane,0.62,26.08,54.22,1:22.95,1:51.61,2:20.59,2:49.59,3:18.49,3:45.98
https://www.omegatiming.com/File/00010F020B00000302FFFFFFFFFFFF02.pdf,Final A,2,5,SMITH,Clark,0.71,25.56,53.18,1:21.88,1:50.61,2:19.72,2:48.97,3:18.66,3:47.10
https://www.omegatiming.com/File/00010F020B00000302FFFFFFFFFFFF02.pdf,Final A,3,3,HAAS,Townley,0.8,26.05,54.15,1:23.00,1:52.20,2:21.58,2:51.31,3:20.87,3:48.69
https://www.omegatiming.com/File/00010F020B00000302FFFFFFFFFFFF02.pdf,Final A,4,2,HUTCHINS,Matthew,0.72,26.33,54.83,1:23.70,1:52.64,2:21.85,2:51.27,3:20.56,3:48.70
https://www.omegatiming.com/File/00010F020B00000302FFFFFFFFFFFF02.pdf,Final A,5,6,SWEETSER,Nicholas,0.75,27.24,55.75,1:24.50,1:53.33,2:22.48,2:51.49,3:21.01,3:49.33
https://www.omegatiming.com/File/00010F020B00000302FFFFFFFFFFFF02.pdf,Final A,6,8,DYER,Frank,0.75,26.27,54.41,1:23.35,1:52.65,2:22.63,2:52.83,3:24.04,3:54.90
https://www.omegatiming.com/File/00010F020B00000302FFFFFFFFFFFF02.pdf,Final A,7,1,HURLEY,Bobby,0.69,26.07,55.23,1:24.65,1:54.78,2:24.79,2:55.38,3:25.88,3:55.18
https://www.omegatiming.com/File/00010F020B00000302FFFFFFFFFFFF02.pdf,Final A,8,7,ROBERTS,Jonathan,0.71,26.38,54.68,1:24.11,1:54.26,2:25.50,2:56.65,3:28.14,3:58.46
https://www.omegatiming.com/File/00010F020B00000302FFFFFFFFFFFF02.pdf,Final B,1,7,FEELEY,Ryan,0.84,26.46,55.24,1:24.38,1:53.95,2:23.02,2:52.40,3:22.36,3:50.80
https://www.omegatiming.com/File/00010F020B00000302FFFFFFFFFFFF02.pdf,Final B,2,5,HIRSCHBERGER,Matthew,0.76,27.0,56.51,1:26.26,1:55.83,2:25.46,2:54.13,3:23.45,3:52.27
https://www.omegatiming.com/File/00010F020B00000302FFFFFFFFFFFF02.pdf,Final B,3,4,WIESER,Chris,0.57,27.18,56.16,1:25.54,1:54.88,2:24.21,2:54.11,3:24.71,3:52.29
https://www.omegatiming.com/File/00010F020B00000302FFFFFFFFFFFF02.pdf,Final B,4,6,SMITH,Cj,0.67,27.51,56.90,1:26.58,1:56.06,2:25.72,2:55.20,3:25.01,3:52.98
https://www.omegatiming.com/File/00010F020B00000302FFFFFFFFFFFF02.pdf,Final B,5,8,JONES,Isaac,0.67,26.62,56.11,1:25.72,1:55.66,2:25.12,2:55.03,3:24.81,3:53.29
https://www.omegatiming.com/File/00010F020B00000302FFFFFFFFFFFF02.pdf,Final B,6,2,EGAN,Liam,0.72,27.53,56.77,1:26.38,1:56.15,2:26.17,2:55.96,3:25.78,3:54.33
https://www.omegatiming.com/File/00010F020B00000302FFFFFFFFFFFF02.pdf,Final B,7,3,THOMSON,Danny,0.72,27.26,56.57,1:26.36,1:56.03,2:26.48,2:56.76,3:26.87,3:56.79
https://www.omegatiming.com/File/00010F020B00000302FFFFFFFFFFFF02.pdf,Final B,8,1,FOWLER,Ty,0.71,28.14,57.99,1:27.96,1:58.32,2:28.80,2:59.05,3:29.63,3:58.86
https://www.omegatiming.com/File/00010F020B00000302FFFFFFFFFFFF02.pdf,Final C,1,4,SHOULTS,Grant,0.57,27.03,56.57,1:26.31,1:56.17,2:25.79,2:54.94,3:23.79,3:52.71
https://www.omegatiming.com/File/00010F020B00000302FFFFFFFFFFFF02.pdf,Final C,2,5,YEAGER,Christopher,0.96,27.74,57.22,,1:56.57,2:26.27,2:56.01,3:25.91,3:55.24
https://www.omegatiming.com/File/00010F020B00000302FFFFFFFFFFFF02.pdf,Final C,3,3,RANSFORD,Pj,0.72,27.32,55.95,1:25.16,1:54.71,2:24.76,2:55.15,3:25.47,3:55.33
https://www.omegatiming.com/File/00010F020B00000302FFFFFFFFFFFF02.pdf,Final C,4,1,CAMPBELL,Henry,0.62,27.68,57.73,1:27.94,1:58.10,2:28.14,2:58.63,3:27.70,3:56.42
https://www.omegatiming.com/File/00010F020B00000302FFFFFFFFFFFF02.pdf,Final C,5,8,BURNS,Aidan,0.74,27.3,56.72,1:27.06,1:57.37,2:28.16,2:58.40,3:28.49,3:56.99
https://www.omegatiming.com/File/00010F020B00000302FFFFFFFFFFFF02.pdf,Final C,6,6,NORMAN,Nick,0.69,27.79,57.19,1:27.29,1:57.33,2:27.36,2:57.50,3:27.77,3:57.17
https://www.omegatiming.com/File/00010F020B00000302FFFFFFFFFFFF02.pdf,Final C,7,7,MAGNAN,Samuel,0.74,27.88,57.66,1:27.53,1:57.90,2:27.93,2:58.17,3:28.42,3:57.82
https://www.omegatiming.com/File/00010F020B00000302FFFFFFFFFFFF02.pdf,Final C,8,2,HOUCK,Logan,0.74,27.85,57.79,1:27.98,1:58.04,2:28.06,2:58.43,3:28.64,3:58.52
https://www.omegatiming.com/File/00010F020E00000302FFFFFFFFFFFF02.pdf,Final,1,3,SHOULTS,Grant,0.61,26.79,56.02,1:25.75,1:55.30,2:24.49,2:53.43,3:21.45,3:48.91
https://www.omegatiming.com/File/00010F020E00000302FFFFFFFFFFFF02.pdf,Final,2,5,YANG,Jintong,0.7,27.05,56.13,1:25.90,1:55.67,2:25.01,2:54.22,3:23.34,3:50.05
https://www.omegatiming.com/File/00010F020E00000302FFFFFFFFFFFF02.pdf,Final,3,4,QIU,Ziao,0.7,26.88,56.05,1:25.86,1:55.66,2:24.85,2:54.16,3:23.13,3:50.99
https://www.omegatiming.com/File/00010F020E00000302FFFFFFFFFFFF02.pdf,Final,4,6,PARRISH,Joshua,0.63,26.94,56.39,1:26.04,1:56.14,2:25.96,2:54.96,3:23.23,3:51.00
https://www.omegatiming.com/File/00010F020E00000302FFFFFFFFFFFF02.pdf,Final,5,1,KURLE,Cameron,0.64,27.36,56.66,1:26.35,1:56.00,2:25.16,2:54.80,3:23.59,3:51.02
https://www.omegatiming.com/File/00010F020E00000302FFFFFFFFFFFF02.pdf,Final,6,2,VARGAS,Ricardo,0.74,27.56,56.81,1:26.53,1:56.36,2:25.88,2:55.15,3:24.67,3:53.39
https://www.omegatiming.com/File/00010F020E00000302FFFFFFFFFFFF02.pdf,Final,7,7,HIRSCHBERGER,Matthew,0.61,27.32,56.52,1:26.22,1:55.99,2:25.90,2:55.13,3:24.73,3:54.09
https://www.omegatiming.com/File/00010F020E00000302FFFFFFFFFFFF02.pdf,Final,8,8,DAVILA,Rafael,0.81,27.58,56.96,1:26.83,1:56.86,2:26.71,2:56.57,3:26.15,3:54.67
https://www.omegatiming.com/File/00010F020C00000302FFFFFFFFFFFF02.pdf,Final A,1,4,DWYER,Conor,0.67,26.34,54.99,1:23.93,1:53.02,2:22.09,2:50.87,3:19.59,3:48.11
https://www.omegatiming.com/File/00010F020C00000302FFFFFFFFFFFF02.pdf,Final A,2,7,COCHRANE,Ryan,0.74,26.95,55.68,1:24.64,1:53.66,2:22.97,2:52.44,3:21.60,3:50.15
https://www.omegatiming.com/File/00010F020C00000302FFFFFFFFFFFF02.pdf,Final A,3,5,MCBROOM,Michael,0.8,26.87,55.65,1:24.35,1:53.79,2:23.14,2:52.74,3:22.08,3:50.50
https://www.omegatiming.com/File/00010F020C00000302FFFFFFFFFFFF02.pdf,Final A,4,8,MATSUDA,Takeshi,0.72,27.04,56.02,1:25.36,1:54.75,2:24.35,2:54.04,3:23.60,3:51.86
https://www.omegatiming.com/File/00010F020C00000302FFFFFFFFFFFF02.pdf,Final A,5,2,HARRISON,Jordan,0.66,26.26,55.20,1:24.55,1:54.18,2:23.72,2:53.40,3:23.14,3:51.99
https://www.omegatiming.com/File/00010F020C00000302FFFFFFFFFFFF02.pdf,Final A,6,1,SWEETSER,True,0.77,27.48,56.74,1:25.98,1:55.75,2:25.07,2:54.62,3:24.03,3:52.76
https://www.omegatiming.com/File/00010F020C00000302FFFFFFFFFFFF02.pdf,Final A,7,6,IPSEN,Anton Oerskov,0.72,27.41,56.23,1:25.49,1:54.73,2:24.26,2:53.88,3:23.86,3:52.85
https://www.omegatiming.com/File/00010F020C00000302FFFFFFFFFFFF02.pdf,Final A,8,3,FEELEY,Ryan,0.74,26.35,55.62,1:25.37,1:55.50,2:25.07,2:55.55,3:27.16,3:56.96
https://www.omegatiming.com/File/00010F020C00000302FFFFFFFFFFFF02.pdf,Final B,1,4,KOSKI,Matias UN01GA,0.69,26.83,55.68,1:24.99,1:54.27,2:23.67,2:52.87,3:21.88,3:49.37
https://www.omegatiming.com/File/00010F020C00000302FFFFFFFFFFFF02.pdf,Final B,2,8,RANSFORD,Pj,0.75,27.86,57.09,1:26.48,1:56.15,2:25.42,2:55.19,3:24.87,3:53.92
https://www.omegatiming.com/File/00010F020C00000302FFFFFFFFFFFF02.pdf,Final B,3,5,BAGSHAW,Jeremy,0.72,27.12,56.21,1:25.83,1:55.68,2:25.76,2:55.80,3:25.72,3:54.34
https://www.omegatiming.com/File/00010F020C00000302FFFFFFFFFFFF02.pdf,Final B,4,2,GLANDA,Justin,0.69,27.37,56.81,1:26.59,1:56.54,2:26.06,2:55.72,3:25.51,3:54.72
https://www.omegatiming.com/File/00010F020C00000302FFFFFFFFFFFF02.pdf,Final B,5,6,HACKETT,Grant,0.7,26.25,55.43,1:25.03,1:55.40,2:25.60,2:56.21,3:26.57,3:55.88
https://www.omegatiming.com/File/00010F020C00000302FFFFFFFFFFFF02.pdf,Final B,6,3,ACOSTA,Marcelo,0.73,26.98,56.20,1:25.77,1:55.85,2:26.07,2:56.41,3:26.77,3:56.97
https://www.omegatiming.com/File/00010F020C00000302FFFFFFFFFFFF02.pdf,Final B,7,7,SEAL,Brayden,0.76,27.01,56.31,1:25.83,1:55.94,2:25.83,2:56.41,3:27.39,3:57.49
https://www.omegatiming.com/File/00010F020C00000302FFFFFFFFFFFF02.pdf,Final B,8,1,NIELSEN,Anders Lie,0.72,27.29,57.05,1:26.76,1:57.17,2:27.62,2:58.67,3:29.91,3:59.44
https://www.omegatiming.com/File/00010F020C00000302FFFFFFFFFFFF02.pdf,Final C,1,3,ROONEY,Maxime,0.67,25.44,53.94,1:23.23,1:53.35,2:22.81,2:53.07,3:22.31,3:51.88
https://www.omegatiming.com/File/00010F020C00000302FFFFFFFFFFFF02.pdf,Final C,2,2,WALLACE,Dan,0.79,26.59,55.54,1:24.86,1:54.66,2:24.24,2:54.47,3:24.92,3:54.64
https://www.omegatiming.com/File/00010F020C00000302FFFFFFFFFFFF02.pdf,Final C,3,4,MIRANDA,Max,0.71,27.36,56.67,1:26.26,1:55.31,2:24.75,2:54.57,3:25.22,3:54.90
https://www.omegatiming.com/File/00010F020C00000302FFFFFFFFFFFF02.pdf,Final C,4,5,KLUEH,Michael,0.72,27.72,57.32,1:27.48,1:57.61,2:28.14,2:58.05,3:27.18,3:55.13
https://www.omegatiming.com/File/00010F020C00000302FFFFFFFFFFFF02.pdf,Final C,5,6,RYAN,Sean,0.76,28.36,58.83,1:29.12,1:59.20,2:29.19,2:59.10,3:29.08,3:58.09
https://www.omegatiming.com/File/00010F020C00000302FFFFFFFFFFFF02.pdf,Final C,6,7,BROTHERS,Peter,0.68,27.66,57.53,1:27.77,1:57.92,2:28.13,2:58.52,3:28.64,3:58.28
https://www.omegatiming.com/File/00010F020C00000302FFFFFFFFFFFF02.pdf,Final C,7,8,COSGAREA,Drew,0.68,27.65,57.25,1:27.38,1:57.69,2:28.35,2:58.65,3:29.14,3:58.29
https://www.omegatiming.com/File/00010F020C00000302FFFFFFFFFFFF02.pdf,Final C,8,1,RAINEY,Ian,0.7,27.51,57.60,1:27.71,1:58.18,2:29.05,3:00.05,3:31.27,4:02.09
https://www.omegatiming.com/File/00010F020D00000302FFFFFFFFFFFF02.pdf,Final,1,5,GUY,James,0.64,25.08,52.25,1:19.82,1:47.60,2:15.24,2:43.17,3:10.78,3:37.78
https://www.omegatiming.com/File/00010F020D00000302FFFFFFFFFFFF02.pdf,Final,2,6,DWYER,Conor,0.65,24.92,52.25,1:19.80,1:47.60,2:15.37,2:43.27,3:11.07,3:38.10
https://www.omegatiming.com/File/00010F020D00000302FFFFFFFFFFFF02.pdf,Final,3,4,JAEGER,Connor,0.68,25.21,52.85,1:20.47,1:48.41,2:15.74,2:43.56,3:11.25,3:38.36
https://www.omegatiming.com/File/00010F020D00000302FFFFFFFFFFFF02.pdf,Final,4,2,GROTHE,Zane,0.67,25.57,53.53,1:21.21,1:49.18,2:16.90,2:44.61,3:12.58,3:39.70
https://www.omegatiming.com/File/00010F020D00000302FFFFFFFFFFFF02.pdf,Final,5,1,PALTRINIERI,Gregorio,0.73,25.86,53.84,1:21.92,1:49.86,2:17.97,2:46.22,3:14.48,3:42.47
https://www.omegatiming.com/File/00010F020D00000302FFFFFFFFFFFF02.pdf,Final,6,3,BERNEK,Peter,0.72,25.7,53.46,1:21.28,1:49.50,2:17.50,2:45.54,3:14.57,3:43.16
https://www.omegatiming.com/File/000110000200000302FFFFFFFFFFFF02.pdf,Final A,1,4,JAEGER,Connor,0.71,27.23,56.55,1:25.60,1:54.68,2:23.49,2:52.50,3:21.12,3:49.45
https://www.omegatiming.com/File/000110000200000302FFFFFFFFFFFF02.pdf,Final A,2,6,GROTHE,Zane,0.7,26.66,55.31,1:24.63,1:54.19,2:23.92,2:53.62,3:22.51,3:50.20
https://www.omegatiming.com/File/000110000200000302FFFFFFFFFFFF02.pdf,Final A,3,5,HUTCHINS,Matthew,0.73,26.91,55.93,1:25.08,1:54.70,2:24.03,2:53.58,3:23.27,3:52.54
https://www.omegatiming.com/File/000110000200000302FFFFFFFFFFFF02.pdf,Final A,4,3,LITHERLAND,Jay,0.77,27.43,56.95,1:26.59,1:56.26,2:26.03,2:56.12,3:25.85,3:55.12
https://www.omegatiming.com/File/000110000200000302FFFFFFFFFFFF02.pdf,Final A,5,2,NIELSEN,Anders,0.74,27.59,57.76,1:27.68,1:57.78,2:28.04,2:58.25,3:27.56,3:55.85
https://www.omegatiming.com/File/000110000200000302FFFFFFFFFFFF02.pdf,Final A,6,7,RANSFORD,Patrick,0.75,28.24,58.01,1:27.58,1:57.49,2:27.34,2:57.52,3:27.73,3:56.43
https://www.omegatiming.com/File/000110000200000302FFFFFFFFFFFF02.pdf,Final A,7,1,FEELEY,Ryan,0.72,27.49,57.80,1:28.64,1:59.52,2:29.84,3:00.20,3:30.49,3:59.19
https://www.omegatiming.com/File/000110000200000302FFFFFFFFFFFF02.pdf,Final A,8,8,RAINEY,Ian,0.71,28.49,58.98,1:29.12,1:59.08,2:29.01,2:59.36,3:29.70,3:59.35
https://www.omegatiming.com/File/000110000200000302FFFFFFFFFFFF02.pdf,Final B,1,7,PANG,Sheng Jun,0.68,27.72,57.43,1:27.54,1:57.31,2:27.44,2:57.79,3:27.67,3:57.14
https://www.omegatiming.com/File/000110000200000302FFFFFFFFFFFF02.pdf,Final B,2,3,CALLAN,Kevin,0.69,27.18,57.12,1:27.63,1:58.14,2:28.31,2:58.90,3:29.02,3:58.03
https://www.omegatiming.com/File/000110000200000302FFFFFFFFFFFF02.pdf,Final B,3,4,DAVIS,Nicholas,0.77,28.03,58.25,1:28.90,1:59.40,2:29.97,3:00.63,3:30.97,3:58.61
https://www.omegatiming.com/File/000110000200000302FFFFFFFFFFFF02.pdf,Final B,4,2,KEHL,Jarod,0.69,27.43,57.14,1:27.48,1:58.24,2:28.61,2:59.31,3:29.73,3:59.54
https://www.omegatiming.com/File/000110000200000302FFFFFFFFFFFF02.pdf,Final B,5,5,GONZALES,Brad,0.75,27.85,58.24,1:28.73,1:59.95,2:30.26,3:00.62,3:31.13,3:59.60
https://www.omegatiming.com/File/000110000200000302FFFFFFFFFFFF02.pdf,Final B,6,1,DESTRAMPE,Adam,0.67,27.65,57.54,1:27.86,1:58.59,2:29.38,3:00.18,3:31.12,4:00.48
https://www.omegatiming.com/File/000110000200000302FFFFFFFFFFFF02.pdf,Final B,7,6,STITT,Cameron,0.74,27.97,58.24,1:28.95,1:59.86,2:30.60,3:01.17,3:31.68,4:01.16
https://www.omegatiming.com/File/000110000200000302FFFFFFFFFFFF02.pdf,Final B,8,8,SZARANEK,Mark,0.67,28.54,59.17,1:29.64,2:00.28,2:31.01,3:02.00,3:32.71,4:02.24
https://www.omegatiming.com/File/000110000200000302FFFFFFFFFFFF02.pdf,Final C,1,7,AVIOTTI,Andrew,0.71,27.95,57.85,1:28.10,1:58.73,2:28.96,2:59.09,3:30.16,3:59.74
https://www.omegatiming.com/File/000110000200000302FFFFFFFFFFFF02.pdf,Final C,2,2,HUBBUCH,John,0.69,28.57,58.58,1:29.07,1:59.86,2:30.79,3:01.81,3:32.78,4:01.98
https://www.omegatiming.com/File/000110000200000302FFFFFFFFFFFF02.pdf,Final C,3,5,HIGGINS,Jackson UN27IN,0.63,27.06,56.95,1:27.64,1:58.58,2:29.90,3:01.51,3:32.42,4:02.42
https://www.omegatiming.com/File/000110000200000302FFFFFFFFFFFF02.pdf,Final C,4,3,SCHULTZ,William UN-1KY,0.74,27.65,57.48,1:27.88,1:58.74,2:29.92,3:01.02,3:32.37,4:03.44
https://www.omegatiming.com/File/000110000200000302FFFFFFFFFFFF02.pdf,Final C,5,6,YEO,Danny,0.7,27.5,57.18,1:27.09,1:57.47,2:28.29,3:00.14,3:32.57,4:04.21
https://www.omegatiming.com/File/000110000200000302FFFFFFFFFFFF02.pdf,Final C,6,8,WASHART,Zachary,0.8,27.8,58.15,1:28.86,2:00.15,2:31.83,3:03.84,3:35.97,4:07.19
https://www.omegatiming.com/File/000110000200000302FFFFFFFFFFFF02.pdf,Final C,7,1,WILLIAMS,Kai,0.67,26.72,55.11,1:24.29,1:53.40,2:48.71,3:28.72,4:08.38,4:46.05
