year,competition,mens_400_free_pdf,womens_400_free_pdf
2021,2020 U.S. OLYMPIC TEAM TRIALS WAVE II,https://www.omegatiming.com/File/00011500030101EF04FFFFFFFFFFFF01.pdf,https://www.omegatiming.com/File/00011500030201EF04FFFFFFFFFFFF01.pdf
2021,FINA SWIMMING WORLD CUP 2021,https://www.omegatiming.com/File/000115000F0101EF04FFFFFFFFFFFF01.pdf,https://www.omegatiming.com/File/000115000F0201EF04FFFFFFFFFFFF01.pdf
2021,FINA SWIMMING WORLD CUP 2021,https://www.omegatiming.com/File/00011500100101EF04FFFFFFFFFFFF01.pdf,https://www.omegatiming.com/File/00011500100201EF04FFFFFFFFFFFF01.pdf
2021,FINA SWIMMING WORLD CUP 2021,https://www.omegatiming.com/File/00011500110101EF04FFFFFFFFFFFF01.pdf,https://www.omegatiming.com/File/00011500110201EF04FFFFFFFFFFFF01.pdf
2021,FINA SWIMMING WORLD CUP 2021,https://www.omegatiming.com/File/00011500120101EF04FFFFFFFFFFFF01.pdf,https://www.omegatiming.com/File/00011500120201EF04FFFFFFFFFFFF01.pdf
2021,2021 TOYOTA US OPEN CHAMPIONSHIPS,https://www.omegatiming.com/File/000115001C0101EF04FFFFFFFFFFFF01.pdf,https://www.omegatiming.com/File/000115001C0201EF04FFFFFFFFFFFF01.pdf
2022,PHILLIPS 66 INTERNATIONAL TEAM TRIALS,https://www.omegatiming.com/File/00011700010101EF0104FFFFFFFFFF01.pdf,https://www.omegatiming.com/File/00011700010201EF0104FFFFFFFFFF01.pdf
2022,2022 PHILLIPS 66 NATIONAL CHAMPIONSHIPS,https://www.omegatiming.com/File/00011700040101EF0104FFFFFFFFFF01.pdf,https://www.omegatiming.com/File/00011700040201EF0104FFFFFFFFFF01.pdf
2022,2022 SPEEDO JUNIOR NATIONAL CHAMPIONSHIPS,https://www.omegatiming.com/File/00011700020101EF0104FFFFFFFFFF01.pdf,https://www.omegatiming.com/File/00011700020201EF0104FFFFFFFFFF01.pdf
2022,8TH FINA WORLD JUNIOR SWIMMING CHAMPIONSHIPS,https://www.omegatiming.com/File/00011700050101EF0104FFFFFFFFFF01.pdf,https://www.omegatiming.com/File/00011700050201EF0104FFFFFFFFFF01.pdf
2022,FINA SWIMMING WORLD CUP 2022,https://www.omegatiming.com/File/00011700070101EF0104FFFFFFFFFF01.pdf,https://www.omegatiming.com/File/00011700070201EF0104FFFFFFFFFF01.pdf
2022,FINA SWIMMING WORLD CUP 2022,https://www.omegatiming.com/File/00011700080101EF0104FFFFFFFFFF01.pdf,https://www.omegatiming.com/File/00011700080201EF0104FFFFFFFFFF01.pdf
2022,FINA SWIMMING WORLD CUP 2022,https://www.omegatiming.com/File/00011700090101EF0104FFFFFFFFFF01.pdf,https://www.omegatiming.com/File/00011700090201EF0104FFFFFFFFFF01.pdf
2022,2022 TOYOTA US OPEN CHAMPIONSHIPS,https://www.omegatiming.com/File/00011700060101EF0104FFFFFFFFFF01.pdf,https://www.omegatiming.com/File/00011700060201EF0104FFFFFFFFFF01.pdf
2023,2023 TYR PRO SWIM SERIES - FORT LAUDERDALE,https://www.omegatiming.com/File/00011600000101EF0104FFFFFFFFFF01.pdf,https://www.omegatiming.com/File/00011600000201EF0104FFFFFFFFFF01.pdf
2023,2023 TYR PRO SERIES - WESTMONT,https://www.omegatiming.com/File/00011600020101EF0104FFFFFFFFFF01.pdf,https://www.omegatiming.com/File/00011600020201EF0104FFFFFFFFFF01.pdf
2023,2023 PHILLIPS 66 NATIONAL CHAMPIONSHIPS,https://www.omegatiming.com/File/00011600030101EF0104FFFFFFFFFF01.pdf,https://www.omegatiming.com/File/00011600030201EF0104FFFFFFFFFF01.pdf
2023,WORLD AQUATICS JUNIOR SWIMMING CHAMPIONSHIPS,https://www.omegatiming.com/File/00011600080101EF0104FFFFFFFFFF01.pdf,https://www.omegatiming.com/File/00011600080201EF0104FFFFFFFFFF01.pdf
2023,WORLD AQUATICS SWIMMING WORLD CUP,https://www.omegatiming.com/File/00011600050101EF0104FFFFFFFFFF01.pdf,https://www.omegatiming.com/File/00011600050201EF0104FFFFFFFFFF01.pdf
2023,WORLD AQUATICS SWIMMING WORLD CUP,https://www.omegatiming.com/File/00011600060101EF0104FFFFFFFFFF01.pdf,https://www.omegatiming.com/File/00011600060201EF0104FFFFFFFFFF01.pdf
2023,WORLD AQUATICS SWIMMING WORLD CUP,https://www.omegatiming.com/File/00011600070101EF0104FFFFFFFFFF01.pdf,https://www.omegatiming.com/File/00011600070201EF0104FFFFFFFFFF01.pdf
2023,2023 TOYOTA US OPEN CHAMPIONSHIPS,https://www.omegatiming.com/File/00011600040101EF0104FFFFFFFFFF01.pdf,https://www.omegatiming.com/File/00011600040201EF0104FFFFFFFFFF01.pdf
2024,2024 TYR PRO SWIM SERIES - WESTMONT,https://www.omegatiming.com/File/00011800010101EF0104FFFFFFFFFF01.pdf,https://www.omegatiming.com/File/00011800010201EF0104FFFFFFFFFF01.pdf
2024,2024 TYR PRO SWIM SERIES - SAN ANTONIO,https://www.omegatiming.com/File/00011800020101EF0104FFFFFFFFFF01.pdf,https://www.omegatiming.com/File/00011800020201EF0104FFFFFFFFFF01.pdf
2024,2024 US OLYMPIC TEAM TRIALS,https://www.omegatiming.com/File/00011800030101EF0104FFFFFFFFFF01.pdf,https://www.omegatiming.com/File/00011800030201EF0104FFFFFFFFFF01.pdf
2024,WORLD AQUATICS SWIMMING WORLD CUP,https://www.omegatiming.com/File/00011800050101EF0104FFFFFFFFFF01.pdf,https://www.omegatiming.com/File/00011800050201EF0104FFFFFFFFFF01.pdf
2024,WORLD AQUATICS SWIMMING WORLD CUP,https://www.omegatiming.com/File/00011800060101EF0104FFFFFFFFFF01.pdf,https://www.omegatiming.com/File/00011800060201EF0104FFFFFFFFFF01.pdf
2024,WORLD AQUATICS SWIMMING WORLD CUP,https://www.omegatiming.com/File/00011800070101EF0104FFFFFFFFFF01.pdf,https://www.omegatiming.com/File/00011800070201EF0104FFFFFFFFFF01.pdf
2025,2025 TYR PRO SWIM SERIES,https://www.omegatiming.com/File/00011900000101EF0104FFFFFFFFFF01.pdf,https://www.omegatiming.com/File/00011900000201EF0104FFFFFFFFFF01.pdf
2025,2025 TYR PRO SWIM SERIES,https://www.omegatiming.com/File/00011900020101EF0104FFFFFFFFFF01.pdf,https://www.omegatiming.com/File/00011900020201EF0104FFFFFFFFFF01.pdf
2025,2025 TYR PRO SWIM SERIES,https://www.omegatiming.com/File/00011900030101EF0104FFFFFFFFFF01.pdf,https://www.omegatiming.com/File/00011900030201EF0104FFFFFFFFFF01.pdf
2025,2025 TOYOTA NATIONAL CHAMPIONSHIPS,https://www.omegatiming.com/File/00011900040101EF0104FFFFFFFFFF01.pdf,https://www.omegatiming.com/File/00011900040201EF0104FFFFFFFFFF01.pdf
2025,WORLD AQUATICS JUNIOR SWIMMING CHAMPIONSHIPS,https://www.omegatiming.com/File/00011900050101EF0104FFFFFFFFFF01.pdf,https://www.omegatiming.com/File/00011900050201EF0104FFFFFFFFFF01.pdf
2025,WORLD AQUATICS SWIMMING WORLD CUP,https://www.omegatiming.com/File/00011900060101EF0104FFFFFFFFFF01.pdf,https://www.omegatiming.com/File/00011900060201EF0104FFFFFFFFFF01.pdf
2025,WORLD AQUATICS SWIMMING WORLD CUP,https://www.omegatiming.com/File/00011900070101EF0104FFFFFFFFFF01.pdf,https://www.omegatiming.com/File/00011900070201EF0104FFFFFFFFFF01.pdf
2025,WORLD AQUATICS SWIMMING WORLD CUP,https://www.omegatiming.com/File/00011900080101EF0104FFFFFFFFFF01.pdf,https://www.omegatiming.com/File/00011900080201EF0104FFFFFFFFFF01.pdf
2025,2025 TOYOTA U.S. OPEN CHAMPIONSHIPS,https://www.omegatiming.com/File/00011900090101EF0104FFFFFFFFFF01.pdf,https://www.omegatiming.com/File/00011900090201EF0104FFFFFFFFFF01.pdf
2026,2026 USA SWIMMING PRO SWIM SERIES,https://www.omegatiming.com/File/00011A00000101EF0104FFFFFFFFFF01.pdf,https://www.omegatiming.com/File/00011A00000201EF0104FFFFFFFFFF01.pdf
